Alicante/Alacant,La Marina Alta,03001,"Atzúbia, l'"
Alicante/Alacant,L'Alacantí,03002,Agost
Alicante/Alacant,El Comtat,03003,Agres
Alicante/Alacant,L'Alacantí,03004,Aigües
Alicante/Alacant,El Baix Segura / La Vega Baja,03005,Albatera
Alicante/Alacant,La Marina Alta,03006,Alcalalí
Alicante/Alacant,El Comtat,03007,Alcosser
Alicante/Alacant,El Comtat,03008,Alcoleja
Alicante/Alacant,L'Alcoià,03009,Alcoi/Alcoy
Alicante/Alacant,El Comtat,03010,Alfafara
Alicante/Alacant,La Marina Baixa,03011,"Alfàs del Pi, l'"
Alicante/Alacant,El Baix Segura / La Vega Baja,03012,Algorfa
Alicante/Alacant,El Vinalopó Mitjà / El Vinalopó Medio,03013,Algueña
Alicante/Alacant,L'Alacantí,03014,Alacant/Alicante
Alicante/Alacant,El Baix Segura / La Vega Baja,03015,Almoradí
Alicante/Alacant,El Comtat,03016,Almudaina
Alicante/Alacant,El Comtat,03017,"Alqueria d'Asnar, l'"
Alicante/Alacant,La Marina Baixa,03018,Altea
Alicante/Alacant,El Vinalopó Mitjà / El Vinalopó Medio,03019,Aspe
Alicante/Alacant,El Comtat,03020,Balones
Alicante/Alacant,L'Alcoià,03021,Banyeres de Mariola
Alicante/Alacant,El Comtat,03022,Benasau
Alicante/Alacant,L'Alt Vinalopó / Alto Vinalopó,03023,Beneixama
Alicante/Alacant,El Baix Segura / La Vega Baja,03024,Benejúzar
Alicante/Alacant,El Baix Segura / La Vega Baja,03025,Benferri
Alicante/Alacant,La Marina Alta,03026,Beniarbeig
Alicante/Alacant,La Marina Baixa,03027,Beniardà
Alicante/Alacant,El Comtat,03028,Beniarrés
Alicante/Alacant,La Marina Alta,03029,Benigembla
Alicante/Alacant,La Marina Alta,03030,Benidoleig
Alicante/Alacant,La Marina Baixa,03031,Benidorm
Alicante/Alacant,L'Alcoià,03032,Benifallim
Alicante/Alacant,La Marina Baixa,03033,Benifato
Alicante/Alacant,El Baix Segura / La Vega Baja,03034,Benijófar
Alicante/Alacant,El Comtat,03035,Benilloba
Alicante/Alacant,El Comtat,03036,Benillup
Alicante/Alacant,La Marina Baixa,03037,Benimantell
Alicante/Alacant,El Comtat,03038,Benimarfull
Alicante/Alacant,El Comtat,03039,Benimassot
Alicante/Alacant,La Marina Alta,03040,Benimeli
Alicante/Alacant,La Marina Alta,03041,Benissa
Alicante/Alacant,La Marina Alta,03042,"Poble Nou de Benitatxell, el/Benitachell"
Alicante/Alacant,L'Alt Vinalopó / Alto Vinalopó,03043,Biar
Alicante/Alacant,El Baix Segura / La Vega Baja,03044,Bigastro
Alicante/Alacant,La Marina Baixa,03045,Bolulla
Alicante/Alacant,L'Alacantí,03046,Busot
Alicante/Alacant,La Marina Alta,03047,Calp
Alicante/Alacant,La Marina Baixa,03048,Callosa d'en Sarrià
Alicante/Alacant,El Baix Segura / La Vega Baja,03049,Callosa de Segura
Alicante/Alacant,L'Alacantí,03050,"Campello, el"
Alicante/Alacant,L'Alt Vinalopó / Alto Vinalopó,03051,"Camp de Mirra, el/Campo de Mirra"
Alicante/Alacant,L'Alt Vinalopó / Alto Vinalopó,03052,Cañada
Alicante/Alacant,L'Alcoià,03053,Castalla
Alicante/Alacant,La Marina Alta,03054,Castell de Castells
Alicante/Alacant,El Baix Segura / La Vega Baja,03055,Catral
Alicante/Alacant,El Comtat,03056,Cocentaina
Alicante/Alacant,La Marina Baixa,03057,Confrides
Alicante/Alacant,El Baix Segura / La Vega Baja,03058,Cox
Alicante/Alacant,El Baix Vinalopó,03059,Crevillent
Alicante/Alacant,El Comtat,03060,Quatretondeta
Alicante/Alacant,El Baix Segura / La Vega Baja,03061,Daya Nueva
Alicante/Alacant,El Baix Segura / La Vega Baja,03062,Daya Vieja
Alicante/Alacant,La Marina Alta,03063,Dénia
Alicante/Alacant,El Baix Segura / La Vega Baja,03064,Dolores
Alicante/Alacant,El Baix Vinalopó,03065,Elx/Elche
Alicante/Alacant,El Vinalopó Mitjà / El Vinalopó Medio,03066,Elda
Alicante/Alacant,El Comtat,03067,Fageca
Alicante/Alacant,El Comtat,03068,Famorca
Alicante/Alacant,La Marina Baixa,03069,Finestrat
Alicante/Alacant,El Baix Segura / La Vega Baja,03070,Formentera del Segura
Alicante/Alacant,La Marina Alta,03071,Gata de Gorgos
Alicante/Alacant,El Comtat,03072,Gaianes
Alicante/Alacant,El Comtat,03073,Gorga
Alicante/Alacant,El Baix Segura / La Vega Baja,03074,Granja de Rocamora
Alicante/Alacant,La Marina Baixa,03075,"Castell de Guadalest, el"
Alicante/Alacant,El Baix Segura / La Vega Baja,03076,Guardamar del Segura
Alicante/Alacant,El Vinalopó Mitjà / El Vinalopó Medio,03077,"Fondó de les Neus, el/Hondón de las Nieves"
Alicante/Alacant,El Vinalopó Mitjà / El Vinalopó Medio,03078,Hondón de los Frailes
Alicante/Alacant,L'Alcoià,03079,Ibi
Alicante/Alacant,El Baix Segura / La Vega Baja,03080,Jacarilla
Alicante/Alacant,La Marina Alta,03081,Xaló
Alicante/Alacant,La Marina Alta,03082,Xàbia/Jávea
Alicante/Alacant,L'Alacantí,03083,Xixona/Jijona
Alicante/Alacant,El Comtat,03084,"Orxa, l'/Lorcha"
Alicante/Alacant,La Marina Alta,03085,Llíber
Alicante/Alacant,El Comtat,03086,Millena
Alicante/Alacant,El Vinalopó Mitjà / El Vinalopó Medio,03088,Monforte del Cid
Alicante/Alacant,El Vinalopó Mitjà / El Vinalopó Medio,03089,Monòver/Monóvar
Alicante/Alacant,L'Alacantí,03090,Mutxamel
Alicante/Alacant,La Marina Alta,03091,Murla
Alicante/Alacant,El Comtat,03092,Muro de Alcoy
Alicante/Alacant,El Vinalopó Mitjà / El Vinalopó Medio,03093,Novelda
Alicante/Alacant,La Marina Baixa,03094,"Nucia, la"
Alicante/Alacant,La Marina Alta,03095,Ondara
Alicante/Alacant,L'Alcoià,03096,Onil
Alicante/Alacant,La Marina Alta,03097,Orba
Alicante/Alacant,La Marina Baixa,03098,Orxeta
Alicante/Alacant,El Baix Segura / La Vega Baja,03099,Orihuela
Alicante/Alacant,La Marina Alta,03100,Parcent
Alicante/Alacant,La Marina Alta,03101,Pedreguer
Alicante/Alacant,La Marina Alta,03102,Pego
Alicante/Alacant,L'Alcoià,03103,Penàguila
Alicante/Alacant,El Vinalopó Mitjà / El Vinalopó Medio,03104,Petrer
Alicante/Alacant,El Vinalopó Mitjà / El Vinalopó Medio,03105,"Pinós, el/Pinoso"
Alicante/Alacant,El Comtat,03106,Planes
Alicante/Alacant,La Marina Baixa,03107,Polop
Alicante/Alacant,El Baix Segura / La Vega Baja,03109,Rafal
Alicante/Alacant,La Marina Alta,03110,"Ràfol d'Almúnia, el"
Alicante/Alacant,El Baix Segura / La Vega Baja,03111,Redován
Alicante/Alacant,La Marina Baixa,03112,Relleu
Alicante/Alacant,El Baix Segura / La Vega Baja,03113,Rojales
Alicante/Alacant,El Vinalopó Mitjà / El Vinalopó Medio,03114,"Romana, la"
Alicante/Alacant,La Marina Alta,03115,Sagra
Alicante/Alacant,L'Alt Vinalopó / Alto Vinalopó,03116,Salinas
Alicante/Alacant,La Marina Alta,03117,Sanet y Negrals
Alicante/Alacant,El Baix Segura / La Vega Baja,03118,San Fulgencio
Alicante/Alacant,L'Alacantí,03119,Sant Joan d'Alacant
Alicante/Alacant,El Baix Segura / La Vega Baja,03120,San Miguel de Salinas
Alicante/Alacant,El Baix Vinalopó,03121,Santa Pola
Alicante/Alacant,L'Alacantí,03122,Sant Vicent del Raspeig/San Vicente del Raspeig
Alicante/Alacant,L'Alt Vinalopó / Alto Vinalopó,03123,Sax
Alicante/Alacant,La Marina Baixa,03124,Sella
Alicante/Alacant,La Marina Alta,03125,Senija
Alicante/Alacant,La Marina Baixa,03127,Tàrbena
Alicante/Alacant,La Marina Alta,03128,Teulada
Alicante/Alacant,L'Alcoià,03129,Tibi
Alicante/Alacant,El Comtat,03130,Tollos
Alicante/Alacant,La Marina Alta,03131,Tormos
Alicante/Alacant,L'Alacantí,03132,"Torre de les Maçanes, la/Torremanzanas"
Alicante/Alacant,El Baix Segura / La Vega Baja,03133,Torrevieja
Alicante/Alacant,La Marina Alta,03134,"Vall d'Alcalà, la"
Alicante/Alacant,La Marina Alta,03135,"Vall d'Ebo, la"
Alicante/Alacant,La Marina Alta,03136,"Vall de Gallinera, la"
Alicante/Alacant,La Marina Alta,03137,"Vall de Laguar, la"
Alicante/Alacant,La Marina Alta,03138,"Verger, el"
Alicante/Alacant,La Marina Baixa,03139,"Vila Joiosa, la/Villajoyosa"
Alicante/Alacant,L'Alt Vinalopó / Alto Vinalopó,03140,Villena
Alicante/Alacant,La Marina Alta,03901,"Poblets, els"
Alicante/Alacant,El Baix Segura / La Vega Baja,03902,Pilar de la Horadada
Alicante/Alacant,El Baix Segura / La Vega Baja,03903,"Montesinos, Los"
Alicante/Alacant,El Baix Segura / La Vega Baja,03904,San Isidro
Castellón/Castelló,L'Alt Maestrat,12001,Atzeneta del Maestrat
Castellón/Castelló,La Plana Baixa,12002,Aín
Castellón/Castelló,L'Alt Maestrat,12003,Albocàsser
Castellón/Castelló,El Baix Maestrat,12004,Alcalà de Xivert
Castellón/Castelló,L'Alcalatén,12005,"Alcora, l'"
Castellón/Castelló,La Plana Baixa,12006,Alcudia de Veo
Castellón/Castelló,La Plana Baixa,12007,Alfondeguilla
Castellón/Castelló,El Alto Palancia,12008,Algimia de Almonacid
Castellón/Castelló,La Plana Alta,12009,Almassora
Castellón/Castelló,El Alto Palancia,12010,Almedíjar
Castellón/Castelló,La Plana Baixa,12011,Almenara
Castellón/Castelló,El Alto Palancia,12012,Altura
Castellón/Castelló,El Alto Mijares,12013,Arañuel
Castellón/Castelló,L'Alt Maestrat,12014,Ares del Maestrat
Castellón/Castelló,El Alto Mijares,12015,Argelita
Castellón/Castelló,La Plana Baixa,12016,Artana
Castellón/Castelló,El Alto Mijares,12017,Ayódar
Castellón/Castelló,El Alto Palancia,12018,Azuébar
Castellón/Castelló,El Alto Palancia,12020,Barracas
Castellón/Castelló,La Plana Baixa,12021,Betxí
Castellón/Castelló,El Alto Palancia,12022,Bejís
Castellón/Castelló,El Alto Palancia,12024,Benafer
Castellón/Castelló,L'Alt Maestrat,12025,Benafigos
Castellón/Castelló,L'Alt Maestrat,12026,Benassal
Castellón/Castelló,El Baix Maestrat,12027,Benicarló
Castellón/Castelló,La Plana Alta,12028,Benicàssim/Benicasim
Castellón/Castelló,La Plana Alta,12029,Benlloc
Castellón/Castelló,La Plana Alta,12031,Borriol
Castellón/Castelló,La Plana Baixa,12032,Borriana/Burriana
Castellón/Castelló,La Plana Alta,12033,Cabanes
Castellón/Castelló,El Baix Maestrat,12034,Càlig
Castellón/Castelló,El Baix Maestrat,12036,Canet lo Roig
Castellón/Castelló,El Baix Maestrat,12037,Castell de Cabres
Castellón/Castelló,Els Ports,12038,Castellfort
Castellón/Castelló,El Alto Palancia,12039,Castellnovo
Castellón/Castelló,La Plana Alta,12040,Castelló de la Plana
Castellón/Castelló,El Alto Mijares,12041,Castillo de Villamalefa
Castellón/Castelló,L'Alt Maestrat,12042,Catí
Castellón/Castelló,El Alto Palancia,12043,Caudiel
Castellón/Castelló,El Baix Maestrat,12044,Cervera del Maestre
Castellón/Castelló,Els Ports,12045,Cinctorres
Castellón/Castelló,El Alto Mijares,12046,Cirat
Castellón/Castelló,El Alto Mijares,12048,Cortes de Arenoso
Castellón/Castelló,L'Alcalatén,12049,Costur
Castellón/Castelló,La Plana Alta,12050,"Coves de Vinromà, les"
Castellón/Castelló,L'Alt Maestrat,12051,Culla
Castellón/Castelló,El Baix Maestrat,12052,Xert
Castellón/Castelló,La Plana Baixa,12053,Chilches/Xilxes
Castellón/Castelló,L'Alcalatén,12055,Xodos/Chodos
Castellón/Castelló,El Alto Palancia,12056,Chóvar
Castellón/Castelló,La Plana Baixa,12057,Eslida
Castellón/Castelló,El Alto Mijares,12058,Espadilla
Castellón/Castelló,El Alto Mijares,12059,Fanzara
Castellón/Castelló,L'Alcalatén,12060,Figueroles
Castellón/Castelló,Els Ports,12061,Forcall
Castellón/Castelló,El Alto Mijares,12063,Fuente la Reina
Castellón/Castelló,El Alto Mijares,12064,Fuentes de Ayódar
Castellón/Castelló,El Alto Palancia,12065,Gaibiel
Castellón/Castelló,El Alto Palancia,12067,Geldo
Castellón/Castelló,Els Ports,12068,Herbers
Castellón/Castelló,El Alto Palancia,12069,Higueras
Castellón/Castelló,El Baix Maestrat,12070,"Jana, la"
Castellón/Castelló,El Alto Palancia,12071,Jérica
Castellón/Castelló,L'Alcalatén,12072,Llucena/Lucena del Cid
Castellón/Castelló,El Alto Mijares,12073,Ludiente
Castellón/Castelló,La Plana Baixa,12074,"Llosa, la"
Castellón/Castelló,Els Ports,12075,"Mata de Morella, la"
Castellón/Castelló,El Alto Palancia,12076,Matet
Castellón/Castelló,La Plana Baixa,12077,Moncofa
Castellón/Castelló,El Alto Mijares,12078,Montán
Castellón/Castelló,El Alto Mijares,12079,Montanejos
Castellón/Castelló,Els Ports,12080,Morella
Castellón/Castelló,El Alto Palancia,12081,Navajas
Castellón/Castelló,La Plana Baixa,12082,Nules
Castellón/Castelló,Els Ports,12083,Olocau del Rey
Castellón/Castelló,La Plana Baixa,12084,Onda
Castellón/Castelló,La Plana Alta,12085,Orpesa/Oropesa del Mar
Castellón/Castelló,Els Ports,12087,Palanques
Castellón/Castelló,El Alto Palancia,12088,Pavías
Castellón/Castelló,El Baix Maestrat,12089,Peníscola/Peñíscola
Castellón/Castelló,El Alto Palancia,12090,Pina de Montalgrao
Castellón/Castelló,Els Ports,12091,Portell de Morella
Castellón/Castelló,El Alto Mijares,12092,Puebla de Arenoso
Castellón/Castelló,El Baix Maestrat,12093,"Pobla de Benifassà, la"
Castellón/Castelló,La Plana Alta,12094,"Pobla Tornesa, la"
Castellón/Castelló,La Plana Baixa,12095,Ribesalbes
Castellón/Castelló,El Baix Maestrat,12096,Rossell
Castellón/Castelló,El Alto Palancia,12097,Sacañet
Castellón/Castelló,El Baix Maestrat,12098,"Salzadella, la"
Castellón/Castelló,El Baix Maestrat,12099,Sant Jordi/San Jorge
Castellón/Castelló,El Baix Maestrat,12100,Sant Mateu
Castellón/Castelló,El Baix Maestrat,12101,San Rafael del Río
Castellón/Castelló,El Baix Maestrat,12102,Santa Magdalena de Pulpis
Castellón/Castelló,L'Alt Maestrat,12103,"Serratella, la"
Castellón/Castelló,El Alto Palancia,12104,Segorbe
Castellón/Castelló,La Plana Alta,12105,Sierra Engarcerán
Castellón/Castelló,El Alto Palancia,12106,Soneja
Castellón/Castelló,El Alto Palancia,12107,Sot de Ferrer
Castellón/Castelló,La Plana Baixa,12108,Suera/Sueras
Castellón/Castelló,La Plana Baixa,12109,Tales
Castellón/Castelló,El Alto Palancia,12110,Teresa
Castellón/Castelló,L'Alt Maestrat,12111,Tírig
Castellón/Castelló,Els Ports,12112,Todolella
Castellón/Castelló,El Alto Mijares,12113,Toga
Castellón/Castelló,El Alto Palancia,12114,Torás
Castellón/Castelló,El Alto Palancia,12115,"Toro, El"
Castellón/Castelló,El Alto Mijares,12116,Torralba del Pinar
Castellón/Castelló,La Plana Alta,12117,Torreblanca
Castellón/Castelló,El Alto Mijares,12118,Torrechiva
Castellón/Castelló,L'Alt Maestrat,12119,"Torre d'en Besora, la"
Castellón/Castelló,La Plana Alta,12120,"Torre d'en Doménec, la"
Castellón/Castelló,El Baix Maestrat,12121,Traiguera
Castellón/Castelló,L'Alcalatén,12122,"Useres, les/Useras"
Castellón/Castelló,El Alto Mijares,12123,Vallat
Castellón/Castelló,La Plana Alta,12124,Vall d'Alba
Castellón/Castelló,El Alto Palancia,12125,Vall de Almonacid
Castellón/Castelló,La Plana Baixa,12126,"Vall d'Uixó, la"
Castellón/Castelló,Els Ports,12127,Vallibona
Castellón/Castelló,La Plana Alta,12128,Vilafamés
Castellón/Castelló,Els Ports,12129,Vilafranca/Villafranca del Cid
Castellón/Castelló,El Alto Mijares,12130,Villahermosa del Río
Castellón/Castelló,El Alto Mijares,12131,Villamalur
Castellón/Castelló,La Plana Alta,12132,Vilanova d'Alcolea
